UserId,AttractionType,AvgRating,Visits
23154,Religious Sites,3.0,1
23156,Volcanos,4.666666666666667,3
23157,Points of Interest & Landmarks,5.0,1
23160,Nature & Wildlife Areas,5.0,1
23165,Water Parks,5.0,1
23167,Nature & Wildlife Areas,5.0,1
23169,Beaches,2.0,1
23172,Nature & Wildlife Areas,4.0,1
23173,Beaches,3.0,1
23174,Nature & Wildlife Areas,4.0,2
23174,Religious Sites,4.0,2
23176,Beaches,5.0,1
23176,Nature & Wildlife Areas,4.0,1
23178,Beaches,4.0,1
23179,Nature & Wildlife Areas,4.0,1
23181,Beaches,3.3333333333333335,3
23181,Nature & Wildlife Areas,4.0,2
23181,Points of Interest & Landmarks,5.0,1
23181,Religious Sites,4.0,1
23182,Beaches,5.0,3
23182,Nature & Wildlife Areas,4.0,1
23182,Religious Sites,4.666666666666667,3
23182,Water Parks,5.0,1
23185,Nature & Wildlife Areas,4.0,1
23186,Beaches,5.0,1
23186,Nature & Wildlife Areas,5.0,1
23186,Water Parks,4.0,1
23189,Water Parks,5.0,1
23193,Nature & Wildlife Areas,4.0,4
23193,Points of Interest & Landmarks,4.5,2
23193,Religious Sites,5.0,1
23194,Beaches,4.0,1
23198,Beaches,4.5,2
23205,Nature & Wildlife Areas,5.0,1
23207,Nature & Wildlife Areas,4.0,1
23209,Nature & Wildlife Areas,4.0,1
23211,Nature & Wildlife Areas,5.0,1
23211,Points of Interest & Landmarks,3.0,1
23213,Beaches,4.0,1
23213,Nature & Wildlife Areas,5.0,2
23213,Points of Interest & Landmarks,5.0,1
23215,Beaches,3.0,1
23224,Nature & Wildlife Areas,5.0,1
23228,Volcanos,4.0,1
23229,Points of Interest & Landmarks,4.0,1
23233,Nature & Wildlife Areas,4.0,2
23238,Volcanos,3.5,4
23240,Points of Interest & Landmarks,3.0,1
23245,Beaches,5.0,1
23245,Religious Sites,5.0,1
23246,Nature & Wildlife Areas,5.0,1
23249,Nature & Wildlife Areas,5.0,2
23253,Beaches,5.0,1
23259,Water Parks,5.0,1
23260,Beaches,4.0,1
23264,Religious Sites,3.0,1
23265,Beaches,3.0,2
23265,Nature & Wildlife Areas,4.0,1
23265,Religious Sites,3.0,1
23265,Waterfalls,4.0,1
23267,Volcanos,5.0,1
23275,Nature & Wildlife Areas,5.0,1
23278,Nature & Wildlife Areas,5.0,1
23278,Points of Interest & Landmarks,5.0,1
23278,Waterfalls,3.0,1
23280,Nature & Wildlife Areas,5.0,1
23283,Water Parks,4.0,1
23284,Religious Sites,4.0,1
23286,Beaches,2.0,1
23290,Beaches,5.0,1
23293,Nature & Wildlife Areas,4.0,2
23293,Points of Interest & Landmarks,4.0,2
23296,Water Parks,5.0,1
23299,Water Parks,5.0,1
23302,Water Parks,3.0,1
23305,Nature & Wildlife Areas,5.0,1
23305,Religious Sites,5.0,1
23306,Points of Interest & Landmarks,3.0,1
23308,Beaches,5.0,1
23309,Flea & Street Markets,4.0,4
23309,Nature & Wildlife Areas,5.0,1
23310,Water Parks,5.0,1
23311,Religious Sites,5.0,1
23312,Water Parks,5.0,1
23313,Water Parks,5.0,1
23315,Beaches,5.0,1
23315,Nature & Wildlife Areas,5.0,1
23315,Points of Interest & Landmarks,4.0,1
23315,Waterfalls,5.0,1
23317,Nature & Wildlife Areas,1.0,1
23320,Nature & Wildlife Areas,5.0,1
23321,Nature & Wildlife Areas,4.0,1
23322,Nature & Wildlife Areas,4.0,1
23322,Water Parks,4.5,2
23323,Beaches,3.0,1
23323,Nature & Wildlife Areas,4.0,2
23323,Religious Sites,4.0,2
23323,Water Parks,5.0,1
23324,Water Parks,1.0,1
23325,Volcanos,3.5,2
23326,Water Parks,5.0,1
23329,Points of Interest & Landmarks,4.0,1
23329,Waterfalls,3.0,1
23331,Beaches,3.3333333333333335,3
23332,Beaches,3.0,1
23336,Nature & Wildlife Areas,3.0,1
23338,Beaches,4.0,3
23338,Points of Interest & Landmarks,4.0,1
23338,Waterfalls,3.0,1
23339,Religious Sites,3.0,1
23340,Nature & Wildlife Areas,5.0,2
23340,Religious Sites,4.0,1
23344,Beaches,4.0,1
23349,Nature & Wildlife Areas,5.0,1
23349,Water Parks,5.0,1
23352,Points of Interest & Landmarks,5.0,1
23353,Nature & Wildlife Areas,5.0,1
23355,Beaches,3.75,4
23355,Nature & Wildlife Areas,4.0,2
23355,Points of Interest & Landmarks,4.0,3
23355,Religious Sites,4.0,2
23356,Beaches,3.0,1
23357,Religious Sites,4.0,1
23359,Water Parks,5.0,1
23361,Flea & Street Markets,4.5,2
23361,National Parks,5.0,1
23361,Neighborhoods,5.0,1
23361,Points of Interest & Landmarks,4.0,1
23362,Points of Interest & Landmarks,5.0,1
23369,Neighborhoods,5.0,1
23373,Points of Interest & Landmarks,5.0,1
23376,Nature & Wildlife Areas,4.0,1
23376,Waterfalls,5.0,1
23378,Nature & Wildlife Areas,3.0,1
23378,Religious Sites,4.0,1
23384,Water Parks,4.0,1
23385,Beaches,5.0,1
23386,Religious Sites,5.0,1
23387,Water Parks,5.0,1
23389,Nature & Wildlife Areas,5.0,1
23393,Flea & Street Markets,4.0,1
23397,Religious Sites,3.0,1
23399,Beaches,4.0,1
23399,Water Parks,4.0,1
23400,Historic Sites,3.5,4
23400,Nature & Wildlife Areas,4.0,1
23400,Water Parks,4.0,1
23401,Points of Interest & Landmarks,5.0,1
23408,Nature & Wildlife Areas,5.0,1
23410,Beaches,5.0,1
23418,Religious Sites,5.0,1
23419,Beaches,5.0,1
23422,Beaches,5.0,1
23422,Water Parks,5.0,1
23424,Beaches,5.0,1
23424,National Parks,5.0,1
23424,Points of Interest & Landmarks,5.0,1
23427,Beaches,4.0,1
23429,Beaches,4.0,1
23429,Flea & Street Markets,3.375,8
23441,Points of Interest & Landmarks,3.0,1
23441,Religious Sites,5.0,1
23442,Nature & Wildlife Areas,4.0,1
23445,Nature & Wildlife Areas,5.0,1
23448,Nature & Wildlife Areas,4.0,1
23448,Religious Sites,4.0,1
23450,Beaches,3.0,1
23451,Waterfalls,3.0,1
23452,Nature & Wildlife Areas,4.0,1
23453,Points of Interest & Landmarks,2.0,1
23456,Nature & Wildlife Areas,4.0,1
23456,Points of Interest & Landmarks,4.0,1
23458,Water Parks,5.0,1
23470,Beaches,4.0,4
23470,Nature & Wildlife Areas,3.5,2
23470,Religious Sites,4.5,2
23470,Water Parks,5.0,2
23471,Waterfalls,1.0,1
23472,Water Parks,4.0,1
23476,Beaches,4.0,2
23480,Beaches,5.0,1
23482,Religious Sites,5.0,1
23487,Beaches,4.0,1
23489,Nature & Wildlife Areas,5.0,1
23490,Beaches,5.0,1
23493,Nature & Wildlife Areas,5.0,1
23493,Religious Sites,5.0,2
23494,Water Parks,5.0,1
23502,Water Parks,5.0,1
23505,Nature & Wildlife Areas,4.0,1
23505,Religious Sites,4.0,1
23506,Beaches,3.0,1
23512,Beaches,3.0,1
23512,Religious Sites,3.0,1
23512,Volcanos,4.0,7
23514,Flea & Street Markets,3.5,2
23517,Nature & Wildlife Areas,5.0,2
23519,Flea & Street Markets,3.1666666666666665,6
23523,Nature & Wildlife Areas,4.0,1
23526,Water Parks,5.0,2
23529,Beaches,5.0,1
23532,Points of Interest & Landmarks,5.0,1
23536,Beaches,3.0,1
23542,Religious Sites,5.0,2
23545,Water Parks,5.0,1
23546,Ballets,4.5,2
23546,Beaches,3.0,1
23552,Beaches,5.0,1
23552,Points of Interest & Landmarks,4.0,1
23553,Water Parks,5.0,3
23555,Water Parks,5.0,1
23556,Points of Interest & Landmarks,3.0,1
23559,Nature & Wildlife Areas,5.0,1
23562,Nature & Wildlife Areas,5.0,1
23563,Beaches,4.0,1
23565,Beaches,4.0,1
23566,Nature & Wildlife Areas,5.0,1
23570,Nature & Wildlife Areas,4.0,1
23571,Religious Sites,4.0,1
23573,Water Parks,5.0,1
23574,Nature & Wildlife Areas,4.0,1
23575,Religious Sites,4.0,1
23579,Religious Sites,5.0,2
23586,Points of Interest & Landmarks,5.0,1
23587,Beaches,5.0,1
23588,Religious Sites,4.0,1
23590,Nature & Wildlife Areas,5.0,2
23590,Points of Interest & Landmarks,4.0,1
23597,Points of Interest & Landmarks,4.0,1
23598,Points of Interest & Landmarks,5.0,1
23599,Beaches,5.0,1
23601,Water Parks,5.0,1
23602,Nature & Wildlife Areas,5.0,1
23603,Nature & Wildlife Areas,3.0,1
23611,Points of Interest & Landmarks,5.0,1
23613,Beaches,4.0,1
23615,Nature & Wildlife Areas,3.0,1
23615,Religious Sites,4.0,1
23621,Beaches,3.0,2
23621,Nature & Wildlife Areas,4.0,2
23621,Waterfalls,3.0,1
23622,Beaches,4.0,1
23625,Religious Sites,4.0,1
23627,Nature & Wildlife Areas,4.0,1
23628,Water Parks,5.0,1
23629,Nature & Wildlife Areas,4.0,2
23634,Nature & Wildlife Areas,5.0,1
23636,Beaches,4.0,1
23639,Water Parks,5.0,1
23643,Religious Sites,5.0,1
23646,Nature & Wildlife Areas,5.0,1
23647,Points of Interest & Landmarks,4.0,1
23649,Water Parks,5.0,1
23653,Nature & Wildlife Areas,4.0,1
23656,Water Parks,5.0,1
23659,Beaches,5.0,1
23659,Religious Sites,5.0,1
23667,Religious Sites,4.0,1
23669,Beaches,5.0,1
23669,Nature & Wildlife Areas,5.0,1
23670,Nature & Wildlife Areas,4.0,1
23670,Religious Sites,3.0,1
23671,Nature & Wildlife Areas,4.0,1
23674,Beaches,4.0,1
23678,Water Parks,5.0,1
23681,National Parks,4.0,1
23687,Religious Sites,3.0,1
23689,Beaches,5.0,1
23691,Religious Sites,4.0,1
23697,Nature & Wildlife Areas,4.0,1
23697,Religious Sites,4.0,1
23698,Water Parks,3.0,1
23699,Religious Sites,3.0,1
23701,Beaches,3.0,1
23703,Points of Interest & Landmarks,4.0,1
23705,Nature & Wildlife Areas,5.0,1
23706,Nature & Wildlife Areas,5.0,1
23707,Beaches,4.0,1
23709,Water Parks,5.0,1
23710,Water Parks,4.0,1
23711,Points of Interest & Landmarks,1.0,2
23713,Nature & Wildlife Areas,5.0,2
23714,Beaches,4.0,1
23714,Religious Sites,5.0,1
23714,Waterfalls,5.0,1
23717,Waterfalls,4.0,1
23719,Nature & Wildlife Areas,5.0,1
23721,Beaches,5.0,1
23722,Beaches,1.0,1
23726,Water Parks,5.0,1
23729,Beaches,3.0,1
23729,Nature & Wildlife Areas,5.0,2
23729,Points of Interest & Landmarks,4.0,1
23732,Nature & Wildlife Areas,4.0,1
23733,Nature & Wildlife Areas,1.0,1
23734,Nature & Wildlife Areas,5.0,1
23736,Beaches,5.0,1
23739,Nature & Wildlife Areas,4.0,2
23739,Religious Sites,3.0,2
23740,Nature & Wildlife Areas,4.0,1
23740,Points of Interest & Landmarks,5.0,1
23741,Nature & Wildlife Areas,4.0,1
23743,Beaches,3.0,1
23746,Nature & Wildlife Areas,5.0,2
23747,Religious Sites,3.0,1
23748,Nature & Wildlife Areas,5.0,1
23749,Beaches,3.0,1
23752,Beaches,4.0,1
23752,Nature & Wildlife Areas,4.0,1
23752,Points of Interest & Landmarks,4.0,1
23752,Water Parks,5.0,1
23753,Beaches,2.0,1
23754,Beaches,5.0,1
23755,Water Parks,5.0,1
23758,Beaches,4.0,1
23758,Flea & Street Markets,4.0,3
23762,Beaches,3.0,1
23765,Water Parks,5.0,1
23766,Nature & Wildlife Areas,4.0,1
23766,Volcanos,4.4,5
23767,Points of Interest & Landmarks,1.0,1
23770,Beaches,5.0,2
23772,Beaches,4.0,1
23773,Beaches,1.0,1
23776,Religious Sites,5.0,1
23780,Religious Sites,5.0,1
23782,Nature & Wildlife Areas,5.0,1
23782,Points of Interest & Landmarks,2.0,1
23782,Religious Sites,4.0,1
23785,Nature & Wildlife Areas,4.0,1
23787,Religious Sites,5.0,1
23788,Water Parks,4.0,1
23789,Religious Sites,5.0,1
23792,Nature & Wildlife Areas,5.0,1
23801,Waterfalls,4.0,1
23804,Nature & Wildlife Areas,5.0,1
23805,Water Parks,5.0,1
23806,Beaches,4.0,1
23806,Nature & Wildlife Areas,3.0,1
23806,Points of Interest & Landmarks,5.0,1
23808,Beaches,3.0,1
23810,Nature & Wildlife Areas,4.0,1
23817,Nature & Wildlife Areas,4.0,1
23818,Beaches,3.0,1
23821,Points of Interest & Landmarks,5.0,1
23824,Nature & Wildlife Areas,5.0,1
23825,Water Parks,5.0,1
23826,Points of Interest & Landmarks,4.0,1
23827,Nature & Wildlife Areas,5.0,1
23828,Water Parks,4.0,1
23830,Religious Sites,4.0,1
23832,Nature & Wildlife Areas,4.0,2
23833,Beaches,4.0,1
23834,Beaches,4.0,1
23834,National Parks,5.0,1
23840,Nature & Wildlife Areas,5.0,1
23841,Nature & Wildlife Areas,5.0,1
23841,Points of Interest & Landmarks,5.0,1
23842,Nature & Wildlife Areas,5.0,1
23842,Water Parks,5.0,1
23843,Water Parks,5.0,1
23850,Points of Interest & Landmarks,4.0,1
23851,Points of Interest & Landmarks,5.0,1
23851,Religious Sites,4.0,1
23862,Beaches,4.0,1
23864,Nature & Wildlife Areas,4.0,1
23867,Points of Interest & Landmarks,5.0,1
23868,Nature & Wildlife Areas,5.0,1
23869,Beaches,5.0,1
23873,Nature & Wildlife Areas,3.0,1
23873,Points of Interest & Landmarks,5.0,1
23874,Beaches,3.0,1
23875,Nature & Wildlife Areas,3.0,1
23879,Beaches,5.0,4
23879,Nature & Wildlife Areas,5.0,1
23879,Religious Sites,5.0,1
23886,Nature & Wildlife Areas,4.0,1
23888,Beaches,3.0,1
23888,Points of Interest & Landmarks,4.0,1
23890,Nature & Wildlife Areas,3.0,1
23894,Points of Interest & Landmarks,4.0,1
23894,Religious Sites,4.0,1
23895,Nature & Wildlife Areas,5.0,1
23900,Water Parks,5.0,2
23902,Water Parks,5.0,1
23903,Beaches,4.0,1
23908,Nature & Wildlife Areas,5.0,1
23909,Beaches,2.0,1
23909,Water Parks,5.0,1
23913,Water Parks,4.0,1
23915,Nature & Wildlife Areas,3.0,1
23919,Beaches,4.0,1
23920,Beaches,4.0,1
23923,Nature & Wildlife Areas,4.0,2
23923,Points of Interest & Landmarks,5.0,1
23925,Flea & Street Markets,5.0,1
23926,Points of Interest & Landmarks,5.0,1
23926,Waterfalls,4.0,1
23927,Nature & Wildlife Areas,4.0,1
23929,Volcanos,5.0,1
23930,Nature & Wildlife Areas,4.0,2
23930,Points of Interest & Landmarks,4.0,1
23936,Water Parks,5.0,1
23937,Nature & Wildlife Areas,5.0,1
23938,Nature & Wildlife Areas,3.0,1
23940,Water Parks,5.0,1
23943,Nature & Wildlife Areas,5.0,1
23948,Nature & Wildlife Areas,4.0,1
23949,Points of Interest & Landmarks,4.0,1
23950,Beaches,4.0,3
23951,Nature & Wildlife Areas,4.0,1
23951,Water Parks,5.0,2
23957,Water Parks,5.0,1
23959,Religious Sites,5.0,1
23961,Points of Interest & Landmarks,3.0,1
23962,Beaches,4.0,1
23975,Beaches,4.0,1
23977,Nature & Wildlife Areas,5.0,1
23982,Nature & Wildlife Areas,4.0,1
23982,Waterfalls,2.0,1
23984,Nature & Wildlife Areas,5.0,1
23989,Water Parks,4.0,1
23991,Nature & Wildlife Areas,4.0,1
23994,Beaches,2.0,1
23995,Waterfalls,3.0,1
23997,Beaches,2.0,1
24000,Beaches,4.0,1
24002,Nature & Wildlife Areas,4.0,1
24004,Beaches,3.0,1
24005,Nature & Wildlife Areas,4.0,1
24005,Religious Sites,5.0,1
24007,Water Parks,5.0,1
24019,Nature & Wildlife Areas,4.0,1
24024,Beaches,1.0,1
24025,Water Parks,5.0,1
24029,Nature & Wildlife Areas,5.0,1
24030,Beaches,3.0,1
24032,Nature & Wildlife Areas,5.0,1
24032,Points of Interest & Landmarks,2.0,1
24033,Nature & Wildlife Areas,4.0,1
24035,Nature & Wildlife Areas,4.0,1
24036,Nature & Wildlife Areas,5.0,1
24037,Beaches,5.0,1
24039,Beaches,3.0,1
24040,Nature & Wildlife Areas,5.0,1
24042,Points of Interest & Landmarks,5.0,2
24047,Beaches,4.0,1
24050,Water Parks,5.0,1
24054,Beaches,4.0,1
24057,Religious Sites,5.0,1
24058,Points of Interest & Landmarks,3.0,1
24059,Nature & Wildlife Areas,5.0,1
24060,Beaches,4.0,1
24066,Points of Interest & Landmarks,4.0,1
24067,Nature & Wildlife Areas,4.0,1
24068,Water Parks,5.0,1
24069,Nature & Wildlife Areas,4.0,1
24071,Beaches,5.0,1
24072,Water Parks,4.0,1
24073,Religious Sites,3.0,1
24077,Religious Sites,5.0,1
24082,Beaches,4.0,1
24086,Beaches,4.0,1
24088,Religious Sites,2.0,1
24091,Beaches,2.0,1
24091,Religious Sites,2.0,1
24092,Water Parks,5.0,1
24093,Nature & Wildlife Areas,5.0,2
24095,Water Parks,5.0,1
24096,Waterfalls,3.0,1
24097,Nature & Wildlife Areas,5.0,1
24098,Points of Interest & Landmarks,5.0,1
24105,Water Parks,4.0,1
24106,Points of Interest & Landmarks,4.0,1
24113,Nature & Wildlife Areas,3.0,1
24114,Beaches,5.0,1
24121,Beaches,5.0,1
24121,Nature & Wildlife Areas,4.0,1
24122,Beaches,3.0,1
24123,Beaches,3.0,1
24124,Water Parks,5.0,1
24127,Beaches,5.0,1
24129,Beaches,4.0,1
24129,Water Parks,4.0,1
24131,Religious Sites,4.0,1
24132,Nature & Wildlife Areas,4.0,1
24133,Water Parks,5.0,1
24137,Water Parks,5.0,1
24146,Nature & Wildlife Areas,3.0,1
24146,Religious Sites,4.0,1
24158,Nature & Wildlife Areas,5.0,1
24158,Points of Interest & Landmarks,5.0,1
24160,Points of Interest & Landmarks,5.0,1
24161,Nature & Wildlife Areas,5.0,1
24162,Nature & Wildlife Areas,5.0,1
24165,Nature & Wildlife Areas,4.0,1
24167,Water Parks,4.0,1
24174,Nature & Wildlife Areas,4.666666666666667,3
24174,Points of Interest & Landmarks,3.0,1
24174,Religious Sites,5.0,1
24174,Water Parks,5.0,1
24174,Waterfalls,3.0,1
24179,Nature & Wildlife Areas,5.0,1
24179,Points of Interest & Landmarks,5.0,1
24181,Water Parks,5.0,1
24183,Nature & Wildlife Areas,4.0,1
24186,Points of Interest & Landmarks,5.0,1
24187,Beaches,3.0,2
24189,Beaches,5.0,1
24190,Beaches,2.0,1
24197,Nature & Wildlife Areas,4.0,1
24200,Water Parks,5.0,1
24201,Nature & Wildlife Areas,5.0,1
24205,Water Parks,5.0,1
24207,Nature & Wildlife Areas,5.0,2
24209,Nature & Wildlife Areas,4.0,2
24209,Points of Interest & Landmarks,4.0,1
24209,Waterfalls,4.0,1
24216,Points of Interest & Landmarks,3.0,1
24216,Waterfalls,3.0,1
24223,Nature & Wildlife Areas,4.0,1
24223,Points of Interest & Landmarks,4.0,1
24225,Water Parks,5.0,1
24228,Nature & Wildlife Areas,5.0,1
24229,Water Parks,5.0,1
24230,Nature & Wildlife Areas,5.0,1
24232,Nature & Wildlife Areas,5.0,1
24232,Water Parks,4.0,1
24234,Beaches,5.0,1
24235,Points of Interest & Landmarks,5.0,1
24237,Points of Interest & Landmarks,5.0,1
24242,Beaches,5.0,1
24245,Beaches,3.0,1
24248,Beaches,5.0,1
24248,Points of Interest & Landmarks,5.0,1
24248,Religious Sites,4.0,1
24249,Nature & Wildlife Areas,4.0,1
24250,Beaches,4.0,2
24250,Nature & Wildlife Areas,5.0,1
24250,Religious Sites,5.0,2
24251,Beaches,3.0,1
24251,Nature & Wildlife Areas,5.0,1
24252,Nature & Wildlife Areas,4.0,1
24252,Religious Sites,2.0,1
24253,Beaches,4.0,1
24255,Beaches,4.0,1
24255,Religious Sites,2.0,1
24256,Nature & Wildlife Areas,4.0,1
24256,Points of Interest & Landmarks,4.0,2
24257,Nature & Wildlife Areas,4.0,2
24258,Water Parks,5.0,1
24260,Beaches,3.0,1
24260,Nature & Wildlife Areas,4.0,1
24260,Water Parks,5.0,1
24262,Water Parks,5.0,1
24263,Water Parks,5.0,1
24268,Beaches,5.0,1
24268,Religious Sites,5.0,1
24271,Nature & Wildlife Areas,5.0,1
24273,Religious Sites,3.0,1
24274,Beaches,2.0,1
24275,Beaches,4.0,1
24276,Beaches,5.0,1
24277,Water Parks,5.0,1
24278,Nature & Wildlife Areas,5.0,1
24280,Beaches,5.0,1
24282,Points of Interest & Landmarks,4.0,1
24283,Nature & Wildlife Areas,4.0,1
24290,Waterfalls,5.0,1
24292,Nature & Wildlife Areas,3.0,1
24294,Religious Sites,3.0,1
24295,Nature & Wildlife Areas,5.0,1
24299,Nature & Wildlife Areas,4.0,1
24299,Points of Interest & Landmarks,4.0,1
24299,Waterfalls,4.0,1
24300,Nature & Wildlife Areas,4.0,1
24311,Nature & Wildlife Areas,2.0,1
24315,Nature & Wildlife Areas,5.0,2
24316,Water Parks,5.0,1
24329,Beaches,3.0,1
24330,Beaches,4.0,1
24332,Nature & Wildlife Areas,2.0,1
24342,Nature & Wildlife Areas,4.0,1
24344,Nature & Wildlife Areas,4.0,1
24345,Nature & Wildlife Areas,5.0,1
24345,Points of Interest & Landmarks,5.0,1
24346,Nature & Wildlife Areas,5.0,1
24347,Nature & Wildlife Areas,5.0,1
24349,Religious Sites,5.0,1
24350,Points of Interest & Landmarks,4.0,1
24350,Religious Sites,4.0,1
24352,Beaches,4.0,1
24353,Nature & Wildlife Areas,4.0,1
24353,Religious Sites,4.0,1
24354,Nature & Wildlife Areas,4.0,1
24356,Beaches,3.0,1
24361,Points of Interest & Landmarks,5.0,1
24361,Waterfalls,4.0,1
24362,Religious Sites,4.0,1
24371,Nature & Wildlife Areas,5.0,1
24373,Points of Interest & Landmarks,5.0,1
24380,Beaches,5.0,1
24380,Nature & Wildlife Areas,5.0,1
24381,Beaches,5.0,1
24386,Nature & Wildlife Areas,5.0,1
24389,Religious Sites,4.0,1
24392,Beaches,5.0,1
24393,Nature & Wildlife Areas,5.0,1
24399,Points of Interest & Landmarks,5.0,2
24399,Water Parks,5.0,1
24401,Religious Sites,5.0,1
24403,Beaches,4.0,1
24403,Points of Interest & Landmarks,3.0,1
24405,Points of Interest & Landmarks,5.0,1
24408,Points of Interest & Landmarks,5.0,1
24410,Nature & Wildlife Areas,2.0,1
24410,Waterfalls,2.0,1
24412,Nature & Wildlife Areas,4.0,1
24414,Ancient Ruins,5.0,2
24415,Beaches,4.0,1
24417,Beaches,2.0,1
24419,Nature & Wildlife Areas,5.0,1
24421,Beaches,5.0,1
24423,Nature & Wildlife Areas,4.0,1
24423,Points of Interest & Landmarks,5.0,1
24426,Religious Sites,4.0,1
24428,Points of Interest & Landmarks,3.0,1
24432,Nature & Wildlife Areas,5.0,1
24433,Historic Sites,2.0,2
24433,Nature & Wildlife Areas,5.0,1
24433,Religious Sites,5.0,1
24434,Beaches,5.0,1
24435,Points of Interest & Landmarks,5.0,1
24435,Religious Sites,5.0,1
24436,Water Parks,5.0,1
24437,Water Parks,5.0,1
24439,Nature & Wildlife Areas,5.0,1
24447,Religious Sites,5.0,2
24449,Nature & Wildlife Areas,5.0,1
24453,Nature & Wildlife Areas,4.0,1
24457,Points of Interest & Landmarks,4.0,1
24457,Waterfalls,3.0,1
24459,Nature & Wildlife Areas,5.0,1
24462,Water Parks,5.0,1
24465,Nature & Wildlife Areas,5.0,1
24468,Nature & Wildlife Areas,3.0,1
24468,Religious Sites,4.0,1
24470,Nature & Wildlife Areas,5.0,1
24474,Beaches,5.0,1
24474,Points of Interest & Landmarks,4.0,1
24474,Religious Sites,4.0,1
24476,Water Parks,5.0,1
24478,Nature & Wildlife Areas,4.0,1
24479,Religious Sites,4.0,1
24482,Beaches,5.0,1
24483,Nature & Wildlife Areas,5.0,2
24485,Beaches,5.0,1
24487,Beaches,5.0,1
24489,Beaches,4.0,1
24489,Waterfalls,4.0,1
24491,Water Parks,5.0,1
24492,Nature & Wildlife Areas,4.0,1
24493,Beaches,3.0,1
24493,Water Parks,4.0,1
24501,Water Parks,5.0,1
24502,Water Parks,5.0,1
24504,Beaches,4.0,1
24506,Nature & Wildlife Areas,5.0,1
24507,Beaches,4.0,1
24510,Nature & Wildlife Areas,4.0,1
24512,Water Parks,5.0,1
24513,Nature & Wildlife Areas,2.5,2
24514,Points of Interest & Landmarks,5.0,1
24515,Religious Sites,5.0,1
24520,Nature & Wildlife Areas,5.0,1
24521,Nature & Wildlife Areas,3.0,1
24532,Beaches,4.0,1
24533,Beaches,4.0,1
24534,Beaches,3.5,2
24536,Beaches,3.0,1
24541,Beaches,2.0,1
24543,Nature & Wildlife Areas,4.0,1
24543,Religious Sites,4.0,1
24545,Beaches,4.0,1
24545,Religious Sites,5.0,1
24546,Religious Sites,4.0,1
24547,Nature & Wildlife Areas,4.0,1
24548,Nature & Wildlife Areas,3.0,1
24550,Nature & Wildlife Areas,5.0,1
24551,Nature & Wildlife Areas,4.0,1
24558,Beaches,2.0,1
24560,Beaches,5.0,1
24562,Ancient Ruins,5.0,1
24563,Nature & Wildlife Areas,4.0,1
24563,Waterfalls,5.0,1
24569,Beaches,5.0,1
24576,Nature & Wildlife Areas,5.0,1
24577,Points of Interest & Landmarks,5.0,1
24584,Water Parks,3.0,1
24592,Beaches,2.0,1
24593,Beaches,4.0,1
24595,Beaches,4.0,1
24597,Beaches,5.0,1
24603,Nature & Wildlife Areas,3.0,1
24606,Beaches,3.0,1
24606,Points of Interest & Landmarks,4.666666666666667,3
24606,Religious Sites,4.666666666666667,3
24606,Waterfalls,4.0,1
24607,Points of Interest & Landmarks,4.0,1
24607,Religious Sites,4.0,1
24607,Waterfalls,4.0,1
24608,Beaches,5.0,1
24609,Water Parks,5.0,1
24612,Nature & Wildlife Areas,5.0,2
24613,Religious Sites,4.0,1
24622,Water Parks,5.0,1
24625,Nature & Wildlife Areas,4.0,1
24627,Nature & Wildlife Areas,5.0,1
24627,Points of Interest & Landmarks,5.0,1
24630,Water Parks,5.0,1
24636,Waterfalls,4.0,1
24637,Points of Interest & Landmarks,3.0,1
24638,Nature & Wildlife Areas,3.0,1
24640,Water Parks,5.0,1
24641,Water Parks,5.0,1
24642,Beaches,5.0,1
24643,Beaches,2.0,2
24645,Beaches,5.0,1
24648,Water Parks,5.0,1
24649,Nature & Wildlife Areas,5.0,1
24650,Points of Interest & Landmarks,4.0,1
24651,Points of Interest & Landmarks,4.0,1
24653,Nature & Wildlife Areas,5.0,1
24657,Nature & Wildlife Areas,4.0,1
24659,Points of Interest & Landmarks,4.0,1
24661,Religious Sites,5.0,1
24664,Beaches,5.0,1
24665,Beaches,1.0,1
24665,Nature & Wildlife Areas,5.0,2
24665,Points of Interest & Landmarks,5.0,1
24665,Waterfalls,5.0,1
24672,Beaches,3.0,1
24673,Religious Sites,4.0,1
24675,Beaches,5.0,1
24677,Nature & Wildlife Areas,5.0,2
24680,Nature & Wildlife Areas,4.0,1
24683,Nature & Wildlife Areas,5.0,1
24684,Religious Sites,4.0,1
24685,Religious Sites,3.0,1
24686,Points of Interest & Landmarks,5.0,1
24689,Beaches,3.0,1
24690,Beaches,3.0,1
24690,Nature & Wildlife Areas,5.0,1
24690,Points of Interest & Landmarks,3.0,2
24691,Religious Sites,5.0,1
24693,Beaches,5.0,2
24693,Nature & Wildlife Areas,4.0,1
24693,Points of Interest & Landmarks,4.0,1
24696,Beaches,5.0,1
24699,Beaches,4.0,1
24700,Beaches,2.0,1
24702,Water Parks,5.0,1
24705,Water Parks,4.0,1
24706,National Parks,5.0,1
24706,Water Parks,5.0,1
24707,Nature & Wildlife Areas,3.0,1
24709,Beaches,4.0,2
24709,Water Parks,5.0,1
24710,Nature & Wildlife Areas,4.0,1
24712,Water Parks,5.0,1
24713,Beaches,4.0,1
24713,Nature & Wildlife Areas,4.0,2
24713,Points of Interest & Landmarks,4.0,2
24713,Water Parks,5.0,1
24713,Waterfalls,5.0,1
24715,Water Parks,4.0,1
